nome,porte,energia,espaco_necessario,temperamento,idade
Snoopy,Grande,5,Casa com quintal pequeno,Sociável,2
Belinha,Grande,5,Casa com quintal pequeno,Agitado,3
Billy,Grande,5,Casa com quintal pequeno,Protetor,1
Zeus,Grande,5,Casa com quintal pequeno,Calmo,2
Thor,Grande,5,Casa com quintal pequeno,Medroso,3
Marley,Grande,5,Casa com quintal pequeno,Brincalhão,1
Max,Grande,5,Casa com quintal pequeno,Dócil,2
Chico,Grande,5,Casa com quintal pequeno,Sociável,3
Mel,Grande,5,Casa com quintal pequeno,Agitado,1
Scooby,Grande,5,Casa com quintal pequeno,Protetor,2
Apolo,Grande,5,Casa com quintal pequeno,Calmo,3
Simba,Grande,5,Casa com quintal pequeno,Medroso,1
Zeus,Grande,5,Casa com quintal pequeno,Brincalhão,2
Bob,Grande,5,Casa com quintal pequeno,Dócil,3
Max,Grande,5,Casa com quintal pequeno,Sociável,1
Marley,Grande,5,Casa com quintal pequeno,Agitado,2
Zeus,Pequeno,5,Apartamento,Brincalhão,3
Koda,Pequeno,5,Apartamento,Dócil,1
Thor,Pequeno,5,Apartamento,Sociável,2
Bob,Pequeno,5,Apartamento,Agitado,3
Chico,Pequeno,5,Apartamento,Protetor,1
Mel,Pequeno,5,Apartamento,Calmo,2
Scooby,Pequeno,5,Apartamento,Medroso,3
Apolo,Pequeno,5,Apartamento,Brincalhão,1
Zeus,Pequeno,5,Apartamento,Dócil,2
Fiona,Pequeno,5,Apartamento,Sociável,3
Rex,Pequeno,5,Apartamento,Agitado,1
Bartho,Pequeno,5,Apartamento,Protetor,2
Mel,Pequeno,5,Apartamento,Calmo,3
Pipoca,Pequeno,5,Apartamento,Medroso,1
Scooby,Pequeno,5,Apartamento,Brincalhão,2
Simba,Pequeno,5,Apartamento,Dócil,3
Snoopy,Pequeno,5,Apartamento,Sociável,1
Belinha,Pequeno,5,Apartamento,Agitado,2
Billy,Pequeno,5,Apartamento,Protetor,3
Zeus,Pequeno,5,Apartamento,Calmo,1
Thor,Pequeno,5,Apartamento,Medroso,2
Marley,Pequeno,5,Apartamento,Brincalhão,3
Max,Pequeno,5,Apartamento,Dócil,1
Chico,Pequeno,5,Apartamento,Sociável,2
Mel,Pequeno,5,Apartamento,Agitado,3
Scooby,Pequeno,5,Apartamento,Protetor,1
Apolo,Pequeno,5,Apartamento,Calmo,2
Simba,Pequeno,5,Apartamento,Medroso,3
Zeus,Pequeno,5,Apartamento,Brincalhão,1
Bob,Pequeno,5,Apartamento,Dócil,2
Max,Pequeno,5,Apartamento,Sociável,3
Marley,Pequeno,5,Apartamento,Agitado,1
Zeus,Médio,5,Apartamento,Brincalhão,2
Koda,Médio,5,Apartamento,Dócil,3
Thor,Médio,5,Apartamento,Sociável,1
Bob,Médio,5,Apartamento,Agitado,2
Chico,Médio,5,Apartamento,Protetor,3
Mel,Médio,5,Apartamento,Calmo,1
Scooby,Médio,5,Apartamento,Medroso,2
Apolo,Médio,5,Apartamento,Brincalhão,3
Zeus,Médio,5,Apartamento,Dócil,1
Fiona,Médio,5,Apartamento,Sociável,2
Rex,Médio,5,Apartamento,Agitado,3
Bartho,Médio,5,Apartamento,Protetor,1
Mel,Médio,5,Apartamento,Calmo,2
Pipoca,Médio,5,Apartamento,Medroso,3
Scooby,Médio,5,Apartamento,Brincalhão,1
Simba,Médio,5,Apartamento,Dócil,2
Snoopy,Médio,5,Apartamento,Sociável,3
Belinha,Médio,5,Apartamento,Agitado,1
Billy,Médio,5,Apartamento,Protetor,2
Zeus,Médio,5,Apartamento,Calmo,3
Thor,Médio,5,Apartamento,Medroso,1
Marley,Médio,5,Apartamento,Brincalhão,2
Max,Médio,5,Apartamento,Dócil,3
Chico,Médio,5,Apartamento,Sociável,1
Mel,Médio,5,Apartamento,Agitado,2
Scooby,Médio,5,Apartamento,Protetor,3
Apolo,Médio,5,Apartamento,Calmo,1
Simba,Médio,5,Apartamento,Medroso,2
Zeus,Médio,5,Apartamento,Brincalhão,3
Bob,Médio,5,Apartamento,Dócil,1
Max,Médio,5,Apartamento,Sociável,2
Marley,Médio,5,Apartamento,Agitado,3
Zeus,Grande,5,Apartamento,Brincalhão,1
Koda,Grande,5,Apartamento,Dócil,2
Thor,Grande,5,Apartamento,Sociável,3
Bob,Grande,5,Apartamento,Agitado,1
Chico,Grande,5,Apartamento,Protetor,2
Mel,Grande,5,Apartamento,Calmo,3
Scooby,Grande,5,Apartamento,Medroso,1
Apolo,Grande,5,Apartamento,Brincalhão,2
Zeus,Grande,5,Apartamento,Dócil,3
Fiona,Grande,5,Apartamento,Sociável,1
Rex,Grande,5,Apartamento,Agitado,2
Bartho,Grande,5,Apartamento,Protetor,3
Mel,Grande,5,Apartamento,Calmo,1
Pipoca,Grande,5,Apartamento,Medroso,2
Scooby,Grande,5,Apartamento,Brincalhão,3
Simba,Grande,5,Apartamento,Dócil,1
Snoopy,Grande,5,Apartamento,Sociável,2
Belinha,Grande,5,Apartamento,Agitado,3
Billy,Grande,5,Apartamento,Protetor,1
Zeus,Grande,5,Apartamento,Calmo,2
Thor,Grande,5,Apartamento,Medroso,3
Marley,Grande,5,Apartamento,Brincalhão,1
Max,Grande,5,Apartamento,Dócil,2
Chico,Grande,5,Apartamento,Sociável,3
Mel,Grande,5,Apartamento,Agitado,1
Scooby,Grande,5,Apartamento,Protetor,2
Apolo,Grande,5,Apartamento,Calmo,3
Simba,Grande,5,Apartamento,Medroso,1
Zeus,Grande,5,Apartamento,Brincalhão,2
Bob,Grande,5,Apartamento,Dócil,3
Max,Grande,5,Apartamento,Sociável,1
Marley,Grande,5,Apartamento,Agitado,2
Zeus,Pequeno,5,Casa com quintal grande,Brincalhão,3
Koda,Pequeno,5,Casa com quintal grande,Dócil,1
Thor,Pequeno,5,Casa com quintal grande,Sociável,2
Bob,Pequeno,5,Casa com quintal grande,Agitado,3
Chico,Pequeno,5,Casa com quintal grande,Protetor,1
Mel,Pequeno,5,Casa com quintal grande,Calmo,2
Scooby,Pequeno,5,Casa com quintal grande,Medroso,3
Apolo,Pequeno,5,Casa com quintal grande,Brincalhão,1
Zeus,Pequeno,5,Casa com quintal grande,Dócil,2
Fiona,Pequeno,5,Casa com quintal grande,Sociável,3
Rex,Pequeno,5,Casa com quintal grande,Agitado,1
Bartho,Pequeno,5,Casa com quintal grande,Protetor,2
Mel,Pequeno,5,Casa com quintal grande,Calmo,3
Pipoca,Pequeno,5,Casa com quintal grande,Medroso,1
Scooby,Pequeno,5,Casa com quintal grande,Brincalhão,2
Simba,Pequeno,5,Casa com quintal grande,Dócil,3
Snoopy,Pequeno,5,Casa com quintal grande,Sociável,1
Belinha,Pequeno,5,Casa com quintal grande,Agitado,2
Billy,Pequeno,5,Casa com quintal grande,Protetor,3
Zeus,Pequeno,5,Casa com quintal grande,Calmo,1
Thor,Pequeno,5,Casa com quintal grande,Medroso,2
Marley,Pequeno,5,Casa com quintal grande,Brincalhão,3
Max,Pequeno,5,Casa com quintal grande,Dócil,1
Chico,Pequeno,5,Casa com quintal grande,Sociável,2
Mel,Pequeno,5,Casa com quintal grande,Agitado,3
Scooby,Pequeno,5,Casa com quintal grande,Protetor,1
Apolo,Pequeno,5,Casa com quintal grande,Calmo,2
Simba,Pequeno,5,Casa com quintal grande,Medroso,3
Zeus,Pequeno,5,Casa com quintal grande,Brincalhão,1
Bob,Pequeno,5,Casa com quintal grande,Dócil,2
Max,Pequeno,5,Casa com quintal grande,Sociável,3
Marley,Pequeno,5,Casa com quintal grande,Agitado,1
Zeus,Médio,5,Casa com quintal grande,Brincalhão,2
Koda,Médio,5,Casa com quintal grande,Dócil,3
Thor,Médio,5,Casa com quintal grande,Sociável,1
Bob,Médio,5,Casa com quintal grande,Agitado,2
Chico,Médio,5,Casa com quintal grande,Protetor,3
Mel,Médio,5,Casa com quintal grande,Calmo,1
Scooby,Médio,5,Casa com quintal grande,Medroso,2
Apolo,Médio,5,Casa com quintal grande,Brincalhão,3
Zeus,Médio,5,Casa com quintal grande,Dócil,1
Fiona,Médio,5,Casa com quintal grande,Sociável,2
Rex,Médio,5,Casa com quintal grande,Agitado,3
Bartho,Médio,5,Casa com quintal grande,Protetor,1
Mel,Médio,5,Casa com quintal grande,Calmo,2
Pipoca,Médio,5,Casa com quintal grande,Medroso,3
Scooby,Médio,5,Casa com quintal grande,Brincalhão,1
Simba,Médio,5,Casa com quintal grande,Dócil,2
Snoopy,Médio,5,Casa com quintal grande,Sociável,3
Belinha,Médio,5,Casa com quintal grande,Agitado,1
Billy,Médio,5,Casa com quintal grande,Protetor,2
Zeus,Médio,5,Casa com quintal grande,Calmo,3
Thor,Médio,5,Casa com quintal grande,Medroso,1
Marley,Médio,5,Casa com quintal grande,Brincalhão,2
Max,Médio,5,Casa com quintal grande,Dócil,3
Chico,Médio,5,Casa com quintal grande,Sociável,1
Mel,Médio,5,Casa com quintal grande,Agitado,2
Scooby,Médio,5,Casa com quintal grande,Protetor,3
Apolo,Médio,5,Casa com quintal grande,Calmo,1
Simba,Médio,5,Casa com quintal grande,Medroso,2
Zeus,Médio,5,Casa com quintal grande,Brincalhão,3
Bob,Médio,5,Casa com quintal grande,Dócil,1
Max,Médio,5,Casa com quintal grande,Sociável,2
Marley,Médio,5,Casa com quintal grande,Agitado,3
Zeus,Grande,5,Casa com quintal grande,Brincalhão,1
Koda,Grande,5,Casa com quintal grande,Dócil,2
Thor,Grande,5,Casa com quintal grande,Sociável,3
Bob,Grande,5,Casa com quintal grande,Agitado,1
Chico,Grande,5,Casa com quintal grande,Protetor,2
Mel,Grande,5,Casa com quintal grande,Calmo,3
Scooby,Grande,5,Casa com quintal grande,Medroso,1
Apolo,Grande,5,Casa com quintal grande,Brincalhão,2
Zeus,Grande,5,Casa com quintal grande,Dócil,3
Fiona,Grande,5,Casa com quintal grande,Sociável,1
Rex,Grande,5,Casa com quintal grande,Agitado,2
Bartho,Grande,5,Casa com quintal grande,Protetor,3
Mel,Grande,5,Casa com quintal grande,Calmo,1
Pipoca,Grande,5,Casa com quintal grande,Medroso,2
Scooby,Grande,5,Casa com quintal grande,Brincalhão,3
Simba,Grande,5,Casa com quintal grande,Dócil,1
Snoopy,Grande,5,Casa com quintal grande,Sociável,2
Belinha,Grande,5,Casa com quintal grande,Agitado,3
Billy,Grande,5,Casa com quintal grande,Protetor,1
Zeus,Grande,5,Casa com quintal grande,Calmo,2
Thor,Grande,5,Casa com quintal grande,Medroso,3
Marley,Grande,5,Casa com quintal grande,Brincalhão,1
Max,Grande,5,Casa com quintal grande,Dócil,2
Chico,Grande,5,Casa com quintal grande,Sociável,3
Mel,Grande,5,Casa com quintal grande,Agitado,1
Scooby,Grande,5,Casa com quintal grande,Protetor,2
Apolo,Grande,5,Casa com quintal grande,Calmo,3
Simba,Grande,5,Casa com quintal grande,Medroso,1
Zeus,Grande,5,Casa com quintal grande,Brincalhão,2
Bob,Grande,5,Casa com quintal grande,Dócil,3
Max,Grande,5,Casa com quintal grande,Sociável,1
Marley,Grande,5,Casa com quintal grande,Agitado,2
